id,name,symbol,slug,date_added,price 
3227,Traceability Chain,TAC,traceability-chain,2018-08-28T00:00:00.000Z,0.00331678490569
2953,Blue Whale EXchange,BWX,blue-whale-exchange,2018-07-23T00:00:00.000Z,0.0656647080019
2955,Cosmo Coin,COSM,cosmo-coin,2018-07-23T00:00:00.000Z,0.00424697646372
1950,Hiveterminal Token,HVN,hiveterminal-token,2017-09-10T00:00:00.000Z,0.00568913383629
132,Counterparty,XCP,counterparty,2014-02-15T00:00:00.000Z,1.08553035237
2305,NAGA,NGC,naga,2017-12-23T00:00:00.000Z,0.0394055743734
8,Feathercoin,FTC,feathercoin,2013-05-03T00:00:00.000Z,0.00986970375926
2501,adbank,ADB,adbank,2018-02-03T00:00:00.000Z,0.00352157302457
3279,Rotharium,RTH,rotharium,2018-09-12T00:00:00.000Z,0.835077014365
2938,Hashgard,GARD,hashgard,2018-07-17T00:00:00.000Z,2.84508614719e-05
3846,VeriBlock,VBK,veriblock,2019-04-05T00:00:00.000Z,0.00432268320553
2314,Cryptopay,CPAY,cryptopay,2017-12-28T00:00:00.000Z,0.0403787675606
2641,Apex,CPX,apex,2018-04-16T00:00:00.000Z,0.00533372188441
2604,BitGreen,BITG,bitgreen,2018-03-22T00:00:00.000Z,0.237895148623
2490,CargoX,CXO,cargox,2018-01-31T00:00:00.000Z,0.0172070590644
4702,Rupiah Token,IDRT,rupiah-token,2019-09-24T00:00:00.000Z,6.81722251594e-05
3774,Maincoin,MNC,maincoin,2019-03-04T00:00:00.000Z,0.0086321037822
2387,Bitcoin Atom,BCA,bitcoin-atom,2018-01-12T00:00:00.000Z,0.143816838541
4712,AmonD,AMON,amond,2019-09-28T00:00:00.000Z,0.0032712197231
4017,EOSDT,EOSDT,eosdt,2019-06-17T00:00:00.000Z,0.997147554892
833,GridCoin,GRC,gridcoin,2015-02-28T00:00:00.000Z,0.00654243944621
3431,Iconic Token,ICNQ,iconic-token,2018-10-11T00:00:00.000Z,0.32945918725
3997,BlockStamp,BST,blockstamp,2019-06-05T00:00:00.000Z,0.098837567348
3910,pEOS,PEOS,peos,2019-05-09T00:00:00.000Z,0.00314657940831
2275,ProChain,PRA,prochain,2017-12-13T00:00:00.000Z,0.0520257893456
2245,Presearch,PRE,presearch,2017-12-05T00:00:00.000Z,0.0150925816373
4769,EOS Force,EOSC,eos-force,2019-10-10T00:00:00.000Z,0.00267300245738
3948,TERA,TERA,tera,2019-05-21T00:00:00.000Z,0.00302273000533
3739,Constant,CONST,constant,2019-03-19T00:00:00.000Z,49.836768176
170,BlackCoin,BLK,blackcoin,2014-02-28T00:00:00.000Z,0.0417532969333
558,Emercoin,EMC,emercoin,2014-08-23T00:00:00.000Z,0.0544097314583
5354,MarketPeak,PEAK,marketpeak,2020-03-23T00:00:00.000Z,0.134660912973
4754,INLOCK,ILK,inlock,2019-11-01T00:00:00.000Z,0.00210292696485
4978,Wownero,WOW,wownero,2020-05-25T00:00:00.000Z,0.0694209206037
2689,Rublix,RBLX,rublix,2018-04-30T00:00:00.000Z,0.118140655109
5200,Gleec,GLEEC,gleec,2020-02-04T00:00:00.000Z,0.191619579935
5397,Castweet,CTT,castweet,2020-03-31T00:00:00.000Z,1.40187077805
3475,BOX Token,BOX,box-token,2018-10-19T00:00:00.000Z,0.024443589317
4025,Futurepia,PIA,futurepia,2019-06-19T00:00:00.000Z,0.00271332281756
2735,Content Neutrality Network,CNN,content-neutrality-network,2018-05-15T00:00:00.000Z,6.23580560864e-05
2437,YEE,YEE,yee,2018-01-20T00:00:00.000Z,0.00178053039296
1905,TrueFlip,TFL,trueflip,2017-08-23T00:00:00.000Z,0.388869074618
1107,PAC Global,PAC,pac-global,2015-11-02T00:00:00.000Z,0.000319409540907
3142,BaaSid,BAAS,baasid,2018-08-10T00:00:00.000Z,0.000482014841619
4451,Tixl,MTXLT,tixl,2019-12-06T00:00:00.000Z,50.2817552478
13,Ixcoin,IXC,ixcoin,2013-05-08T00:00:00.000Z,0.113331046407
5610,ZIMBOCASH,ZASH,zimbocash,2020-05-20T00:00:00.000Z,0.00210069380591
3838,Esportbits,HLT,esportbits,2019-04-03T00:00:00.000Z,0.103215241811
3070,Litex,LXT,litex,2018-08-02T00:00:00.000Z,0.00223499081315
5663,ZelaaPayAE,ZPAE,zelaapayae,2020-06-05T00:00:00.000Z,0.013826294044
626,NuBits,USNBT,nubits,2014-09-24T00:00:00.000Z,0.213931496291
2725,Skrumble Network,SKM,skrumble-network,2018-05-10T00:00:00.000Z,0.00229696578884
2693,Loopring [NEO],LRN,loopring-neo,2018-05-02T00:00:00.000Z,0.0202728374318
5155,Nyzo,NYZO,nyzo,2020-01-21T00:00:00.000Z,0.19139964384
3127,Themis,GET,themis,2018-08-09T00:00:00.000Z,0.00378704660229
5437,BIZZCOIN,BIZZ,bizzcoin,2020-04-12T00:00:00.000Z,0.791779645371
1154,Radium,RADS,radium,2016-01-18T00:00:00.000Z,0.554363547214
2554,Lympo,LYM,lympo,2018-03-01T00:00:00.000Z,0.00272435043914
3334,X-CASH,XCASH,x-cash,2018-09-24T00:00:00.000Z,3.96824165317e-05
4505,Midas,MIDAS,midas,2019-10-23T00:00:00.000Z,1.6478512506
4646,Beaxy,BXY,beaxy,2019-09-25T00:00:00.000Z,0.00818047470802
5062,BetProtocol,BEPRO,betprotocol,2019-12-20T00:00:00.000Z,0.00121015091601
720,Crown,CRW,crown,2014-11-08T00:00:00.000Z,0.0868756286772
3096,Pundi X NEM,NPXSXEM,pundi-x-nem,2018-08-07T00:00:00.000Z,0.000118800786715
4224,Mcashchain,MCASH,mcashchain,2019-08-07T00:00:00.000Z,0.00293821543792
3600,Humanscape,HUM,humanscape,2018-11-08T00:00:00.000Z,0.00456990960642
3854,Unification,FUND,unification,2019-04-11T00:00:00.000Z,0.0625608355846
2428,Scry.info,DDD,scryinfo,2018-01-19T00:00:00.000Z,0.00489396412781
41,Infinitecoin,IFC,infinitecoin,2013-07-10T00:00:00.000Z,2.37462220365e-05
1883,Adshares,ADS,adshares,2017-08-12T00:00:00.000Z,0.0616861402604
3768,PIBBLE,PIB,pibble,2019-02-28T00:00:00.000Z,0.000130265105186
3362,Auxilium,AUX,auxilium,2018-10-01T00:00:00.000Z,0.0176777061128
1976,Blackmoon,BMC,blackmoon,2017-09-20T00:00:00.000Z,0.0391626831807
333,Curecoin,CURE,curecoin,2014-05-26T00:00:00.000Z,0.0858661782408
4194,LNX Protocol,LNX,lnx-protocol,2019-07-31T00:00:00.000Z,0.00778212359744
3753,PlatonCoin,PLTC,platoncoin,2019-02-20T00:00:00.000Z,0.357747018404
5079,apM Coin,APM,apm-coin,2019-12-27T00:00:00.000Z,0.0419627503586
2553,Refereum,RFR,refereum,2018-03-01T00:00:00.000Z,0.000420513392254
4115,Pivot Token,PVT,pivot-token,2019-07-17T00:00:00.000Z,0.000408902156478
3973,Aryacoin,AYA,aryacoin,2019-05-27T00:00:00.000Z,0.0129991867496
1447,ZClassic,ZCL,zclassic,2016-11-09T00:00:00.000Z,0.234657597848
2602,NaPoleonX,NPX,napoleonx,2018-03-21T00:00:00.000Z,0.0849037787785
4452,BidiPass,BDP,bidipass,2019-09-05T00:00:00.000Z,0.00779259532766
3970,Trias,TRY,trias,2019-05-24T00:00:00.000Z,0.000883174695671
2826,Zipper,ZIP,zip,2018-05-28T00:00:00.000Z,0.00012526121579
3913,Titan Coin,TTN,titan-coin,2019-05-06T00:00:00.000Z,0.0022233236566
2120,Etherparty,FUEL,etherparty,2017-10-30T00:00:00.000Z,0.00201406075118
2658,SyncFab,MFG,syncfab,2018-04-20T00:00:00.000Z,0.0080646096002
3092,Nuggets,NUG,nuggets,2018-08-07T00:00:00.000Z,0.00116438123091
4024,Raven Protocol,RAVEN,raven-protocol,2019-06-19T00:00:00.000Z,0.000475014370568
2607,AMLT,AMLT,amlt,2018-03-23T00:00:00.000Z,0.00801149535409
4047,Naka Bodhi Token,NBOT,naka-bodhi-token,2019-06-24T00:00:00.000Z,0.028563686813
2559,Cube,AUTO,cube,2018-03-03T00:00:00.000Z,0.000294370053403
3797,Bitex Global XBX Coin,XBX,bitex-global-xbx-coin,2019-03-19T00:00:00.000Z,0.0100208772214
2968,Bridge Protocol,BRDG,bridge-protocol,2018-07-25T00:00:00.000Z,0.0088633717252
3652,ZumCoin,ZUM,zumcoin,2018-12-28T00:00:00.000Z,0.00200841861584
1473,Pascal,PASC,pascal,2016-12-06T00:00:00.000Z,0.0611997470537
3715,Cajutel,CAJ,cajutel,2019-01-31T00:00:00.000Z,1.45908082578
2691,Penta,PNT,penta,2018-04-30T00:00:00.000Z,9.36349678139e-05
3727,Flowchain,FLC,flowchain,2019-02-12T00:00:00.000Z,2.62211080138
3156,Airbloc,ABL,airbloc,2018-08-13T00:00:00.000Z,0.00777079250907
3314,Blockparty (BOXX Token),BOXX,blockparty-boxx-token,2018-09-20T00:00:00.000Z,0.0601449480727
122,PotCoin,POT,potcoin,2014-02-10T00:00:00.000Z,0.00864587364339
2766,Cryptaur,CPT,cryptaur,2018-06-05T00:00:00.000Z,0.000150233483988
2757,Callisto Network,CLO,callisto-network,2018-05-22T00:00:00.000Z,0.000752168748554
2450,carVertical,CV,carvertical,2018-01-22T00:00:00.000Z,0.000253597406285
2696,DAEX,DAX,daex,2018-05-02T00:00:00.000Z,0.00543751614263
3195,Credit Tag Chain,CTC,credit-tag-chain,2018-08-22T00:00:00.000Z,0.0319382111975
2892,Wowbit,WWB,wowbit,2018-07-03T00:00:00.000Z,0.00685886449882
2601,1World,1WO,1world,2018-03-21T00:00:00.000Z,0.0771073220446
4297,Netbox Coin,NBX,netbox-coin,2019-09-09T00:00:00.000Z,0.0248191822419
2153,Aeron,ARN,aeron,2017-11-07T00:00:00.000Z,0.0940072453369
4974,EXMO Coin,EXM,exmo-coin,2019-12-04T00:00:00.000Z,0.00261085822119
2879,Origin Sport,ORS,origin-sport,2018-06-27T00:00:00.000Z,0.0061267227849
3766,Fatcoin,FAT,fatcoin,2019-04-10T00:00:00.000Z,0.0146222493814
3354,TRONCLASSIC,TRXC,tronclassic,2018-09-27T00:00:00.000Z,3.94705502005e-06
1556,Chrono.tech,TIME,chrono-tech,2017-02-26T00:00:00.000Z,2.57721710393
2136,ATLANT,ATL,atlant,2017-11-01T00:00:00.000Z,0.0337511202976
5376,CryptoEnergy,CNRG,cryptoenergy,2020-03-27T00:00:00.000Z,65.8418983884
3015,Brickblock,BBK,brickblock,2018-08-01T00:00:00.000Z,0.0239864683901
3716,Amoveo,VEO,amoveo,2019-02-05T00:00:00.000Z,26.4034163365
3514,SINOVATE,SIN,sinovate,2018-10-29T00:00:00.000Z,0.00270402928176
3515,DEX,DEX,dex,2018-10-29T00:00:00.000Z,0.00935704411888
2592,Banca,BANCA,banca,2018-03-18T00:00:00.000Z,9.91446794693e-05
2688,Vipstar Coin,VIPS,vipstar-coin,2018-04-30T00:00:00.000Z,3.63658361681e-05
5479,UCA Coin,UCA,uca-coin,2020-04-20T00:00:00.000Z,0.00139102870759
2149,Unikoin Gold,UKG,unikoin-gold,2017-11-05T00:00:00.000Z,0.0117497709308
3998,Krios,GIG,krios,2019-06-06T00:00:00.000Z,0.00803718978622
2627,TokenPay,TPAY,tokenpay,2018-04-05T00:00:00.000Z,0.0817324832293
4233,Membrana,MBN,membrana,2019-08-08T00:00:00.000Z,0.0109136847405
3499,Liquidity Network,LQD,liquidity-network,2018-10-25T00:00:00.000Z,0.0324304473592
42,Primecoin,XPM,primecoin,2013-07-11T00:00:00.000Z,0.0526567627075
1902,MyBit,MYB,mybit,2017-08-19T00:00:00.000Z,0.0109879509377
4860,Era Swap,ES,era-swap,2019-10-31T00:00:00.000Z,0.0876603678488
1719,Peerplays,PPY,peerplays-ppy,2017-06-13T00:00:00.000Z,0.379677536529
2088,EXRNchain,EXRN,exrnchain,2017-10-25T00:00:00.000Z,1.84337761596e-05
4678,Global Digital Content,GDC,global-digital-content,2019-09-25T00:00:00.000Z,0.000531107554949
2231,Flixxo,FLIXX,flixxo,2017-11-25T00:00:00.000Z,0.0201771929513
3842,Caspian,CSP,caspian,2019-04-05T00:00:00.000Z,0.00376329719951
3616,Blockchain Certified Data Token,BCDT,blockchain-certified-data-token,2018-11-28T00:00:00.000Z,0.0446137180109
3389,Tolar,TOL,tolar,2018-10-04T00:00:00.000Z,0.00667391768342
4910,CoinDeal Token,CDL,coindeal-token,2019-11-10T00:00:00.000Z,0.0355746520153
2958,TurtleCoin,TRTL,turtlecoin,2018-07-23T00:00:00.000Z,2.1009297457e-05
3482,Teloscoin,TELOS,teloscoin,2018-10-22T00:00:00.000Z,0.0105795891363
3944,Artfinity,AT,artfinity,2019-05-17T00:00:00.000Z,0.0132370352086
298,NewYorkCoin,NYC,newyorkcoin,2014-05-06T00:00:00.000Z,1.14557383227e-05
819,Bean Cash,BITB,bean-cash,2015-02-18T00:00:00.000Z,0.000438859182025
5468,Isiklar Coin,ISIKC,isiklar-coin,2020-04-16T00:00:00.000Z,0.691241493215
77,Diamond,DMD,diamond,2013-12-19T00:00:00.000Z,0.460982284137
623,bitUSD,BITUSD,bitusd,2014-09-23T00:00:00.000Z,0.823314988723
3811,IntelliShare,INE,intellishare,2019-03-22T00:00:00.000Z,0.00581212067916
4199,Swace,SWACE,swace,2019-08-01T00:00:00.000Z,0.00313302934214
2459,indaHash,IDH,indahash,2018-01-24T00:00:00.000Z,0.00399156225081
1948,Aventus,AVT,aventus,2017-09-06T00:00:00.000Z,0.266034622529
495,I/O Coin,IOC,iocoin,2014-08-02T00:00:00.000Z,0.0866873226622
3885,WPP TOKEN,WPP,wpp-token,2019-04-26T00:00:00.000Z,0.00457854795955
2912,SnowGem,XSG,snowgem,2018-07-10T00:00:00.000Z,0.0580537742631
2427,ChatCoin,CHAT,chatcoin,2018-01-19T00:00:00.000Z,0.00229133236657
914,Sphere,SPHR,sphere,2015-05-02T00:00:00.000Z,0.126292447167
3337,QChi,QCH,qchi,2018-10-31T00:00:00.000Z,0.0484636982436
323,VeriCoin,VRC,vericoin,2014-05-16T00:00:00.000Z,0.0473158567092
2392,Bottos,BTO,bottos,2018-01-14T00:00:00.000Z,0.00285034644732
2549,Ink Protocol,XNK,ink-protocol,2018-02-28T00:00:00.000Z,0.00373786306008
3976,Bitcoin Confidential,BC,bitcoin-confidential,2019-05-28T00:00:00.000Z,0.000210410330465
1694,Sumokoin,SUMO,sumokoin,2017-05-30T00:00:00.000Z,0.0636737694743
3200,Nasdacoin,NSD,nasdacoin,2018-08-22T00:00:00.000Z,0.0682558776359
3079,X8X Token,X8X,x8x-token,2018-08-06T00:00:00.000Z,0.0186624997076
2127,eBitcoin,EBTC,ebtcnew,2017-10-31T00:00:00.000Z,0.0814961285268
3691,Kuai Token,KT,kuai-token,2019-01-11T00:00:00.000Z,0.143231457648
5572,HOMIHELP,HOMI,homihelp,2020-05-12T00:00:00.000Z,11.8083873915
2191,Paypex,PAYX,paypex,2017-11-16T00:00:00.000Z,0.0222808556255
2104,iEthereum,IETH,iethereum,2017-10-27T00:00:00.000Z,0.0841170785941
2762,Open Platform,OPEN,open-platform,2018-05-22T00:00:00.000Z,0.00142018049519
3054,DACSEE,DACS,dacsee,2018-08-02T00:00:00.000Z,0.00198609768903
1050,Shift,SHIFT,shift,2015-09-05T00:00:00.000Z,0.107015616656
2095,BOScoin,BOS,boscoin,2017-10-26T00:00:00.000Z,0.00171248849492
3406,Block-Chain.com,BC,block-chain-com,2018-10-11T00:00:00.000Z,0.00714600831974
699,NuShares,NSR,nushares,2014-10-25T00:00:00.000Z,0.000523512831638
3091,Sapien,SPN,sapien,2018-08-06T00:00:00.000Z,0.00658652878656
2260,Datamine,DAM,datamine,2017-12-08T00:00:00.000Z,0.272632192493
4001,MenaPay,MPAY,menapay,2019-06-10T00:00:00.000Z,0.0108509867898
93,42-coin,42,42-coin,2014-01-14T00:00:00.000Z,34269.1157697
2909,LikeCoin,LIKE,likecoin,2018-07-10T00:00:00.000Z,0.00419620763007
2466,AXPR,AXPR,paybx,2018-01-25T00:00:00.000Z,0.00511992098106
5425,MESEFA,SEFA,mesefa,2020-04-09T00:00:00.000Z,3.30589400713
1881,DeepOnion,ONION,deeponion,2017-08-12T00:00:00.000Z,0.0882173545823
3435,Snetwork,SNET,snetwork,2018-10-11T00:00:00.000Z,0.00666975864942
2913,Databroker,DTX,databroker,2018-07-10T00:00:00.000Z,0.0182152008366
3251,ParkinGo,GOT,parkingo,2018-09-06T00:00:00.000Z,0.0693872294115
1587,Dynamic,DYN,dynamic,2017-03-26T00:00:00.000Z,0.0929112734187
3632,Opacity,OPQ,opacity,2018-12-12T00:00:00.000Z,0.0107833063625
5541,Xaya,CHI,xaya,2020-05-05T00:00:00.000Z,0.0315445303494
4899,Yap Stone,YAP,yap-stone,2019-11-09T00:00:00.000Z,0.00924077442364
1930,Primas,PST,primas,2017-08-28T00:00:00.000Z,0.0261465873953
4182,GoWithMi,GMAT,gowithmi,2019-07-29T00:00:00.000Z,0.000504813101789
2667,FintruX Network,FTX,fintrux-network,2018-04-23T00:00:00.000Z,0.0144432830601
2753,Colu Local Network,CLN,colu-local-network,2018-05-21T00:00:00.000Z,0.0136753927016
2009,Bismuth,BIS,bismuth,2017-10-01T00:00:00.000Z,0.0993554942611
3225,BitNewChain,BTN,bitnewchain,2018-08-28T00:00:00.000Z,0.00755210080123
2506,Swarm,SWM,swarm-fund,2018-02-07T00:00:00.000Z,0.0172925040456
2076,Blue Protocol,BLUE,ethereum-blue,2017-10-22T00:00:00.000Z,0.0368513544275
4647,PUBLISH,NEWS,publish,2019-09-17T00:00:00.000Z,0.00541310968517
2705,Amon,AMN,amon,2018-05-03T00:00:00.000Z,0.00215485637237
2562,Education Ecosystem,LEDU,education-ecosystem,2018-03-05T00:00:00.000Z,0.00603282651807
2036,PayPie,PPP,paypie,2017-10-10T00:00:00.000Z,0.0162537426873
3625,QuadrantProtocol,EQUAD,quadrantprotocol,2018-12-04T00:00:00.000Z,0.00349590542415
3474,YGGDRASH,YEED,yeed,2018-10-19T00:00:00.000Z,0.000245799231863
1769,Denarius,D,denarius-d,2017-07-02T00:00:00.000Z,0.180734889701
234,e-Gulden,EFL,e-gulden,2014-03-26T00:00:00.000Z,0.0776797394569
1751,ATC Coin,ATCC,atc-coin,2018-07-31T00:00:00.000Z,0.00329273008805
2869,Merculet,MVP,merculet,2018-06-20T00:00:00.000Z,0.000318784852949
3941,Fast Access Blockchain,FAB,fast-access-blockchain,2019-05-16T00:00:00.000Z,0.0465752492366
2382,Spectre.ai Utility Token,SXUT,spectre-utility,2018-01-12T00:00:00.000Z,0.0536246376037
3136,MEET.ONE,MEETONE,meetone,2018-08-10T00:00:00.000Z,0.000687488049605
2471,Smartlands Network,SLT,smartlands-network,2018-01-25T00:00:00.000Z,0.257270413611
4242,PLANET,PLA,planet,2019-08-28T00:00:00.000Z,0.0354051202136
4128,BOOM,BOOM,boom,2019-07-23T00:00:00.000Z,0.00167054003023
3962,Vodi X,VDX,vodi-x,2019-05-23T00:00:00.000Z,0.00243784242265
4250,ZeuxCoin,ZUC,zeuxcoin,2019-08-14T00:00:00.000Z,0.00681246986314
706,MonetaryUnit,MUE,monetaryunit,2014-11-01T00:00:00.000Z,0.00654243944621
3663,Footballcoin,XFC,footballcoin,2019-01-03T00:00:00.000Z,0.00343732401446
6193,Cream Finance,CREAM,cream-finance,2020-08-04T00:00:00.000Z,31.6385915423
3722,TEMCO,TEMCO,temco,2019-02-04T00:00:00.000Z,0.000387064990886
3297,Gene Source Code Chain,GENE,gene-source-code-chain,2018-09-14T00:00:00.000Z,0.00335300021618
3140,Ubex,UBEX,ubex,2018-08-13T00:00:00.000Z,0.000396197310077
3728,Halo Platform,HALO,halo-platform,2019-02-07T00:00:00.000Z,0.000198971600576
406,Boolberry,BBR,boolberry,2014-06-24T00:00:00.000Z,0.09486537197
2178,Upfiring,UFR,upfiring,2017-11-14T00:00:00.000Z,0.0576767884963
2742,Sakura Bloom,SKB,sakura-bloom,2018-05-15T00:00:00.000Z,0.000481534516339
3769,HashBX ,HBX,hashsbx,2019-03-01T00:00:00.000Z,0.00197188881369
2552,IHT Real Estate Protocol,IHT,iht-real-estate-protocol,2018-03-01T00:00:00.000Z,0.00125458204238
1606,Solaris,XLR,solaris,2017-04-01T00:00:00.000Z,0.665477145754
3799,SafeCoin,SAFE,safecoin,2019-03-18T00:00:00.000Z,0.0445119540894
1771,DAOBet,BET,daobet,2017-07-02T00:00:00.000Z,0.00733300074266
2901,FansTime,FTI,fanstime,2018-07-06T00:00:00.000Z,0.000429587814878
4054,IG Gold,IGG,ig-gold,2019-06-26T00:00:00.000Z,0.000137959297015
4,Terracoin,TRC,terracoin,2013-04-28T00:00:00.000Z,0.0530228121606
3305,Eden,EDN,eden,2018-09-17T00:00:00.000Z,0.00202166358124
3658,Fountain,FTN,fountain,2019-01-02T00:00:00.000Z,0.0136717013429
5210,MalwareChain,MALW,malwarechain,2020-02-09T00:00:00.000Z,0.419709602834
1070,Expanse,EXP,expanse,2015-09-15T00:00:00.000Z,0.064220129194
2536,Neurotoken,NTK,neurotoken,2018-02-19T00:00:00.000Z,0.0152048551801
1984,Substratum,SUB,substratum,2017-09-25T00:00:00.000Z,0.00308513232556
3492,Vetri,VLD,vetri,2018-10-23T00:00:00.000Z,0.0036528
3661,Stronghold Token,SHX,stronghold-token,2019-01-03T00:00:00.000Z,0.000357429564237
2283,Datum,DAT,datum,2017-12-15T00:00:00.000Z,0.00115962456535
5288,Bidesk,BDK,bidesk,2020-05-13T00:00:00.000Z,0.145192780446
1745,Dinastycoin,DCY,dinastycoin,2017-06-24T00:00:00.000Z,0.000584146379125
215,Rubycoin,RBY,rubycoin,2014-03-20T00:00:00.000Z,0.0411961135839
1294,Rise,RISE,rise,2016-06-30T00:00:00.000Z,0.00724341510116
2569,CoinPoker,CHP,coinpoker,2018-03-08T00:00:00.000Z,0.004222807836
1596,Edgeless,EDG,edgeless,2017-03-30T00:00:00.000Z,0.00962598665743
2629,Scala,XLA,scala,2018-04-09T00:00:00.000Z,0.000130250114045
2465,Blockport,BPT,blockport,2018-01-24T00:00:00.000Z,0.019393659787
4704,Banano,BAN,banano,2020-01-22T00:00:00.000Z,0.00101615735221
3785,AIDUS TOKEN,AIDUS,aidus-token,2019-03-07T00:00:00.000Z,0.00251350612052
2030,REAL,REAL,real,2017-10-08T00:00:00.000Z,0.108399601919
2477,Nework,NKC,nework,2018-01-29T00:00:00.000Z,0.00738493994251
4230,LHT,LHT,lighthouse-token,2019-09-16T00:00:00.000Z,0.0215844194241
2685,Zebi Token,ZEBI,zebi-token,2018-04-30T00:00:00.000Z,0.00246052634432
3446,Zenswap Network Token,ZNT,zenswap-network-token,2018-10-15T00:00:00.000Z,8.88360528252e-05
2497,Medicalchain,MTN,medical-chain,2018-02-07T00:00:00.000Z,0.0034469476728
2533,Restart Energy MWAT,MWAT,restart-energy-mwat,2018-02-17T00:00:00.000Z,0.00210833321769
1833,ToaCoin,TOA,toacoin,2017-07-24T00:00:00.000Z,0.000116864669972
2837,0xBitcoin,0xBTC,0xbtc,2018-06-04T00:00:00.000Z,0.1823576361
3956,BOMB,BOMB,bomb,2019-05-22T00:00:00.000Z,1.13491386644
2357,AI Doctor,AIDOC,aidoc,2018-01-10T00:00:00.000Z,0.00186089571978
2017,KickToken,KICK,kick-token,2017-10-04T00:00:00.000Z,1.59900524231e-05
2482,CPChain,CPC,cpchain,2018-01-30T00:00:00.000Z,0.00274465110202
161,Pandacoin,PND,pandacoin-pnd,2014-02-27T00:00:00.000Z,3.15933463425e-05
3960,Coineal Token,NEAL,coineal-token,2019-05-22T00:00:00.000Z,0.00373278423054
260,PetroDollar,XPD,petrodollar,2014-04-15T00:00:00.000Z,0.016005610788
2248,Cappasity,CAPP,cappasity,2017-12-06T00:00:00.000Z,0.00187774507163
3138,Noku,NOKU,noku,2018-08-10T00:00:00.000Z,0.0428380307881
2208,EncrypGen,DNA,encrypgen,2017-11-20T00:00:00.000Z,0.0151961618272
1578,Zero,ZER,zero,2017-03-20T00:00:00.000Z,0.122179631376
83,Omni,OMNI,omni,2013-12-24T00:00:00.000Z,1.79568503942
3786,Lunes,LUNES,lunes,2019-03-14T00:00:00.000Z,0.0066753552058
1669,Humaniq,HMQ,humaniq,2017-05-11T00:00:00.000Z,0.00541135979821
4966,Eureka Coin,ERK,eureka-coin,2019-11-26T00:00:00.000Z,0.0151055220929
1673,Minereum,MNE,minereum,2017-05-13T00:00:00.000Z,0.103393909105
5587,2key.network,2KEY,2key-network,2020-05-14T00:00:00.000Z,0.0478445646878
3603,Menlo One,ONE,menlo-one,2018-11-09T00:00:00.000Z,0.00328993099924
4867,BeatzCoin,BTZC,beatzcoin,2019-11-05T00:00:00.000Z,0.000541469768244
2547,Experty,EXY,experty,2018-02-26T00:00:00.000Z,0.0361198915371
1838,OracleChain,OCT,oraclechain,2017-07-25T00:00:00.000Z,0.0324053217146
3963,DreamTeam Token,DREAM,dreamteam-token,2019-05-24T00:00:00.000Z,0.0263227993331
3904,Electronic Energy Coin,E2C,electronic-energy-coin,2019-05-02T00:00:00.000Z,0.00218699027152
4777,Azbit,AZ,azbit,2019-10-13T00:00:00.000Z,1.16830015101e-05
3990,Webflix Token,WFX,webflix-token,2019-06-04T00:00:00.000Z,0.00039688095284
4286,ZENZO,ZNZ,zenzo,2019-08-26T00:00:00.000Z,0.0677892080241
4273,Sessia,KICKS,sessia,2019-08-21T00:00:00.000Z,0.13528598055
3071,EUNO,EUNO,euno,2018-08-03T00:00:00.000Z,0.0250014650266
4152,CryptoVerificationCoin,CVCC,cryptoverificationcoin,2019-07-23T00:00:00.000Z,1.6005610788
3877,WebDollar,WEBD,webdollar,2019-04-19T00:00:00.000Z,9.09467511422e-05
2022,Internxt,INXT,internxt,2017-10-07T00:00:00.000Z,1.47026904057
90,Dimecoin,DIME,dimecoin,2014-01-06T00:00:00.000Z,1.70748822541e-06
3898,Axe,AXE,axe,2019-05-08T00:00:00.000Z,0.174629081601
362,CloakCoin,CLOAK,cloakcoin,2014-06-07T00:00:00.000Z,0.167172757663
2325,Matryx,MTX,matryx,2017-12-30T00:00:00.000Z,0.0394498974171
3830,Veil,VEIL,veil,2019-04-02T00:00:00.000Z,0.011964063852
3819,GAMB,GMB,gamb,2019-03-26T00:00:00.000Z,0.000235647473595
3732,Conceal,CCX,conceal,2019-02-08T00:00:00.000Z,0.108048897961
2654,Budbo,BUBO,budbo,2018-04-20T00:00:00.000Z,0.0109819519276
1590,Mercury,MER,mercury,2017-03-30T00:00:00.000Z,0.00899585423853
2833,Ivy,IVY,ivy,2018-05-31T00:00:00.000Z,0.000979733811106
4209,MB8 Coin,MB8,mb8-coin,2019-08-21T00:00:00.000Z,0.00549097596378
2644,eosDAC,EOSDAC,eosdac,2018-04-17T00:00:00.000Z,0.00134014870845
3466,Insureum,ISR,insureum,2018-10-18T00:00:00.000Z,0.00413638185664
313,Pinkcoin,PINK,pinkcoin,2014-05-11T00:00:00.000Z,0.00210291933508
2708,Crowd Machine,CMCT,crowd-machine,2018-05-04T00:00:00.000Z,0.00185869087943
5625,LUKSO,LYXe,lukso,2020-05-25T00:00:00.000Z,0.266029808289
3244,Mindexcoin,MIC,mindexcoin,2018-09-05T00:00:00.000Z,0.00125700976617
3234,Xriba,XRA,xriba,2018-08-30T00:00:00.000Z,0.0085799
2041,BitcoinZ,BTCZ,bitcoinz,2017-10-12T00:00:00.000Z,0.00011369397769
2070,DomRaider,DRT,domraider,2017-10-19T00:00:00.000Z,0.00144665891958
4096,Switch,ESH,switch,2019-07-16T00:00:00.000Z,0.0753090657341
